id,genre,lead_actor_tier,writer_experience,channel,episodes,budget_billion_won,release_quarter,timeslot,is_remake,lead_actor_age,avg_rating
2202,판타지,4,1,OTT,24,43.6,2,평일저녁,0,26,5.54
2203,판타지,3,9,케이블,16,41.7,3,평일저녁,0,39,6.35
2204,사극,1,11,지상파,24,94.7,3,평일심야,0,21,13.96
2205,로맨스,5,13,지상파,24,60.3,1,평일저녁,0,22,9.17
2206,코미디,2,7,케이블,12,32.5,1,평일심야,0,46,5.79
2207,로맨스,3,12,케이블,8,29.9,4,평일저녁,1,41,8.83
2208,의학,4,2,OTT,12,20.4,1,평일심야,1,33,3.6
2209,스릴러,4,29,OTT,16,35.7,3,평일심야,0,41,5.34
2210,코미디,1,8,지상파,16,35.0,4,주말저녁,0,32,12.03
2211,판타지,5,16,케이블,16,48.9,1,주말저녁,0,37,8.64
2212,로맨스,4,17,케이블,8,52.9,3,주말저녁,0,26,11.54
2213,코미디,5,8,케이블,16,60.1,4,평일저녁,0,40,6.44
2214,로맨스,4,30,OTT,24,21.5,3,평일저녁,0,46,4.76
2215,스릴러,5,27,OTT,12,81.3,4,평일저녁,0,24,8.98
2216,법정,3,18,케이블,16,62.3,2,평일저녁,0,42,10.05
2217,의학,5,10,케이블,8,28.8,3,평일저녁,0,20,9.2
2218,로맨스,4,3,지상파,20,40.6,2,주말저녁,0,48,10.48
2219,사극,3,22,케이블,20,58.5,4,평일저녁,0,23,10.49
2220,코미디,2,9,지상파,20,9.6,1,평일심야,0,23,7.92
2221,사극,2,27,케이블,32,25.4,3,주말심야,0,42,10.2
2222,판타지,4,26,지상파,12,28.8,3,평일저녁,0,34,7.71
2223,코미디,4,17,지상파,12,93.1,2,평일저녁,1,45,13.64
2224,의학,1,10,케이블,32,67.2,3,주말저녁,1,20,13.43
2225,의학,3,0,케이블,8,61.6,1,평일저녁,0,47,7.09
2226,코미디,5,15,케이블,20,11.1,4,평일심야,0,24,3.49
2227,로맨스,3,13,케이블,12,41.5,1,주말저녁,0,37,11.72
2228,스릴러,5,12,지상파,16,59.4,1,주말심야,0,26,10.18
2229,의학,1,28,OTT,12,23.7,4,주말저녁,0,24,10.7
2230,판타지,1,12,지상파,8,70.4,2,평일심야,0,38,7.73
2231,의학,5,29,지상파,16,38.0,3,평일심야,0,31,9.35
2232,사극,5,26,지상파,24,71.8,1,평일저녁,0,28,11.02
2233,코미디,4,7,지상파,16,75.7,4,평일심야,0,46,9.04
2234,코미디,2,3,지상파,32,71.3,3,평일저녁,0,33,9.42
2235,코미디,4,13,케이블,16,9.9,1,주말심야,0,29,7.1
2236,코미디,2,23,케이블,12,54.7,4,주말저녁,0,22,9.15
2237,로맨스,4,21,케이블,16,55.2,1,평일심야,0,34,4.1
2238,법정,3,27,케이블,8,64.9,4,주말심야,0,50,9.58
2239,코미디,3,25,케이블,16,13.5,3,주말저녁,0,37,11.48
2240,의학,3,25,지상파,16,44.6,4,평일심야,0,45,11.9
2241,의학,1,11,케이블,16,20.9,2,평일저녁,0,50,13.37
2242,스릴러,3,27,케이블,24,77.4,4,평일저녁,1,36,9.98
2243,로맨스,1,7,케이블,32,36.7,3,평일심야,0,48,6.49
2244,사극,2,16,지상파,12,52.6,1,평일저녁,0,21,13.62
2245,스릴러,2,26,케이블,12,70.2,1,평일심야,0,46,9.83
2246,사극,5,20,지상파,16,11.7,3,평일저녁,1,48,10.15
2247,로맨스,2,3,지상파,20,75.1,2,평일저녁,0,44,10.23
2248,코미디,3,28,케이블,24,60.4,4,주말저녁,0,43,9.78
2249,스릴러,3,1,OTT,20,96.4,2,주말저녁,0,31,8.41
2250,사극,4,27,케이블,16,59.6,4,평일저녁,1,26,4.85
2251,로맨스,5,20,지상파,24,77.2,1,평일심야,0,31,6.65
2252,코미디,1,12,지상파,8,94.5,4,주말저녁,0,23,12.14
2253,판타지,5,0,지상파,16,52.9,2,평일심야,0,44,8.19
2254,로맨스,3,14,지상파,12,45.4,4,주말저녁,0,31,11.28
2255,코미디,5,19,케이블,24,81.1,2,평일저녁,0,25,8.59
2256,스릴러,5,6,지상파,20,53.4,4,주말저녁,0,31,10.13
2257,스릴러,2,27,지상파,16,95.1,3,주말저녁,0,36,13.26
2258,코미디,4,8,지상파,24,80.1,1,평일저녁,0,23,9.39
2259,의학,2,21,지상파,16,66.1,1,주말심야,0,43,9.0
2260,의학,5,25,케이블,20,61.8,3,평일심야,0,45,5.89
2261,코미디,1,9,지상파,16,38.4,3,주말저녁,0,37,13.93
2262,스릴러,1,16,지상파,8,68.4,1,주말심야,0,42,9.86
2263,의학,4,6,지상파,24,47.5,1,주말저녁,0,37,8.35
2264,판타지,5,23,케이블,12,48.0,2,평일심야,0,31,8.25
2265,법정,5,28,케이블,16,80.1,2,주말심야,0,36,5.67
2266,스릴러,5,18,OTT,16,54.9,2,주말저녁,0,41,11.21
2267,법정,1,26,지상파,20,79.3,2,주말저녁,0,44,11.67
2268,법정,5,22,케이블,12,68.7,4,평일저녁,0,37,8.41
2269,판타지,5,9,지상파,8,56.2,2,평일심야,0,50,4.4
2270,코미디,4,17,OTT,16,87.4,1,주말저녁,0,45,7.34
2271,로맨스,5,14,지상파,12,71.4,4,주말저녁,0,39,10.28
2272,사극,1,30,지상파,16,69.2,2,주말저녁,0,24,15.1
2273,판타지,5,12,케이블,24,29.3,2,평일저녁,0,29,5.05
2274,판타지,1,21,케이블,16,41.0,3,주말저녁,0,43,10.87
2275,사극,2,13,케이블,16,36.8,2,평일심야,0,48,10.85
2276,로맨스,1,30,케이블,16,62.8,2,평일심야,0,38,8.92
2277,코미디,1,22,지상파,8,32.0,2,주말저녁,0,37,14.23
2278,코미디,2,11,OTT,12,17.6,3,평일심야,0,23,5.31
2279,로맨스,5,25,지상파,20,37.8,3,주말심야,0,42,6.41
2280,의학,4,15,지상파,24,47.8,3,평일심야,0,34,9.62
2281,코미디,2,25,지상파,16,15.5,2,주말저녁,0,36,10.26
2282,코미디,1,30,케이블,24,98.5,4,주말심야,0,38,9.33
2283,법정,2,23,케이블,12,25.6,3,주말심야,0,45,10.76
2284,스릴러,1,21,케이블,16,13.7,4,평일저녁,0,40,7.69
2285,법정,1,25,OTT,12,28.1,3,주말저녁,0,48,11.22
2286,스릴러,3,20,지상파,16,33.8,4,주말심야,0,47,7.8
2287,로맨스,5,26,케이블,16,84.8,3,평일저녁,0,49,8.2
2288,의학,5,17,지상파,16,14.8,3,주말저녁,0,29,10.15
2289,스릴러,5,18,지상파,12,58.4,1,주말저녁,0,40,12.61
2290,법정,1,14,지상파,8,65.0,1,평일저녁,0,21,12.71
2291,의학,2,18,지상파,8,13.7,2,주말저녁,0,41,12.17
2292,의학,4,26,지상파,12,80.7,2,주말저녁,0,30,12.7
2293,로맨스,5,8,OTT,16,43.8,4,주말저녁,0,21,8.4
2294,판타지,5,15,지상파,16,60.0,4,주말심야,0,22,9.32
2295,코미디,5,9,지상파,16,69.1,3,평일심야,0,29,5.43
2296,코미디,5,3,지상파,8,51.8,3,주말저녁,0,32,10.75
2297,코미디,2,24,케이블,16,95.5,3,주말저녁,0,20,11.23
2298,판타지,2,12,지상파,16,34.8,3,평일저녁,0,49,12.3
2299,스릴러,5,22,케이블,16,16.1,2,평일심야,0,31,5.34
2300,의학,2,0,지상파,20,60.9,2,평일저녁,0,28,10.42
2301,스릴러,2,30,케이블,24,75.1,4,주말저녁,0,49,9.8
2302,의학,3,13,지상파,16,49.7,3,평일심야,0,47,10.43
2303,법정,4,21,지상파,16,37.7,2,평일저녁,0,22,14.39
2304,스릴러,3,0,케이블,16,49.7,4,평일심야,0,26,8.43
2305,사극,2,15,OTT,16,33.5,4,주말저녁,1,32,12.9
2306,스릴러,5,10,지상파,16,55.3,1,주말저녁,0,43,8.12
2307,코미디,3,23,케이블,16,10.4,4,평일저녁,0,33,8.15
2308,사극,2,10,OTT,20,94.2,4,평일저녁,0,33,12.23
2309,스릴러,5,12,지상파,16,97.8,3,평일심야,0,46,9.45
2310,사극,1,11,OTT,8,61.6,3,평일심야,0,35,6.56
2311,사극,4,5,지상파,24,5.2,4,평일심야,0,45,5.49
2312,스릴러,2,15,지상파,12,85.2,3,평일심야,1,44,10.22
2313,의학,4,18,지상파,12,29.8,4,주말심야,0,45,6.59
2314,스릴러,4,21,OTT,16,51.2,2,주말저녁,0,46,9.72
2315,의학,2,5,지상파,32,7.3,1,주말심야,0,45,7.03
2316,판타지,2,0,케이블,20,71.0,3,주말심야,1,42,7.9
2317,의학,5,15,OTT,24,86.0,2,주말심야,0,45,9.38
2318,사극,1,17,지상파,8,10.2,1,주말심야,0,38,9.93
2319,사극,3,10,케이블,16,99.2,2,평일심야,0,39,8.62
2320,로맨스,2,11,OTT,16,84.5,3,평일저녁,1,46,5.96
2321,판타지,4,14,케이블,16,36.1,1,주말저녁,0,49,10.99
2322,의학,1,14,지상파,8,23.9,4,주말저녁,0,24,14.22
2323,판타지,3,30,케이블,12,53.3,3,주말심야,0,37,6.4
2324,코미디,1,28,지상파,12,90.2,3,주말저녁,0,46,11.17
2325,사극,5,27,OTT,20,78.6,1,주말저녁,0,48,10.37
2326,판타지,1,0,OTT,12,63.1,3,평일저녁,0,29,10.01
2327,스릴러,5,10,OTT,24,10.5,1,평일저녁,0,28,5.1
2328,법정,2,6,지상파,16,79.5,3,주말심야,0,44,12.36
2329,사극,1,22,OTT,8,84.3,2,평일저녁,0,25,13.98
2330,사극,5,8,OTT,16,59.5,1,평일심야,0,37,5.0
2331,코미디,3,11,OTT,8,23.8,2,평일저녁,0,31,7.5
2332,의학,3,3,지상파,24,9.0,1,주말저녁,0,21,10.24
2333,법정,1,7,지상파,16,67.3,4,평일심야,0,44,8.09
2334,스릴러,4,21,지상파,20,72.9,1,평일저녁,0,49,12.53
2335,의학,5,27,지상파,16,51.1,2,평일저녁,1,32,12.47
2336,판타지,3,16,케이블,24,87.0,2,평일심야,0,33,8.26
2337,의학,5,3,지상파,16,93.3,1,주말심야,1,26,8.04
2338,사극,2,22,지상파,16,59.0,1,평일저녁,0,43,13.93
2339,로맨스,5,11,OTT,8,25.5,1,주말저녁,0,44,8.83
2340,코미디,2,25,케이블,20,86.3,3,평일심야,0,40,10.6
2341,법정,4,17,케이블,24,15.5,2,주말저녁,0,29,12.26
2342,법정,4,30,지상파,12,32.3,4,주말심야,0,47,8.76
2343,사극,4,17,지상파,8,76.3,1,주말심야,0,20,11.0
2344,사극,4,7,지상파,8,88.4,2,평일심야,0,34,9.88
2345,로맨스,2,29,OTT,20,54.6,2,주말저녁,1,40,13.9
2346,의학,5,24,지상파,24,56.8,1,평일저녁,0,32,11.58
2347,로맨스,1,10,케이블,8,55.2,2,주말저녁,0,30,11.26
2348,법정,1,27,지상파,12,96.7,3,평일심야,0,30,9.59
2349,로맨스,5,30,지상파,20,96.0,3,주말심야,0,34,7.72
2350,로맨스,4,23,지상파,20,70.3,2,주말저녁,0,38,12.96
2351,법정,5,16,케이블,16,80.5,3,평일저녁,0,35,10.66
2352,사극,5,18,케이블,24,57.3,2,주말저녁,1,34,7.26
2353,법정,1,5,지상파,12,94.9,1,평일심야,1,26,11.08
2354,로맨스,3,26,케이블,20,12.4,1,주말저녁,1,49,7.59
2355,스릴러,1,29,OTT,16,55.8,4,평일심야,0,45,8.32
2356,판타지,3,14,케이블,16,72.9,4,주말저녁,0,23,11.15
2357,스릴러,3,25,지상파,16,53.9,2,주말심야,0,44,10.56
2358,로맨스,5,2,지상파,20,93.8,4,주말저녁,0,32,13.03
2359,판타지,5,19,케이블,32,98.3,1,평일저녁,0,49,10.2
2360,사극,3,27,케이블,16,37.0,3,평일심야,0,46,8.14
2361,스릴러,5,18,케이블,16,92.0,1,주말저녁,0,30,9.93
2362,의학,1,27,OTT,16,44.2,4,평일심야,0,47,7.91
2363,코미디,2,9,OTT,24,40.8,4,평일저녁,0,20,10.21
2364,스릴러,2,15,지상파,12,97.5,1,평일저녁,1,30,11.14
2365,로맨스,4,11,OTT,16,38.4,1,평일저녁,0,32,7.32
2366,로맨스,3,1,케이블,12,96.9,3,주말저녁,0,50,11.81
2367,판타지,3,21,지상파,12,33.3,3,평일심야,1,36,7.58
2368,판타지,4,2,OTT,16,22.4,1,평일저녁,0,30,7.07
2369,로맨스,4,4,지상파,16,32.9,3,주말심야,0,29,11.4
2370,사극,3,12,지상파,16,15.6,4,주말저녁,0,50,10.48
2371,판타지,5,30,지상파,16,91.4,2,주말저녁,0,43,12.44
2372,스릴러,5,6,케이블,16,61.1,1,주말저녁,0,37,10.6
2373,사극,3,6,OTT,16,48.9,4,평일저녁,0,45,9.14
2374,사극,2,22,지상파,8,85.8,4,평일저녁,0,23,12.01
2375,법정,4,2,OTT,16,13.8,2,평일저녁,1,48,8.32
2376,코미디,1,9,지상파,20,55.9,3,평일심야,0,20,10.96
2377,로맨스,3,28,케이블,12,41.3,2,평일심야,0,33,6.49
2378,의학,1,25,케이블,24,75.2,2,주말저녁,0,50,11.84
2379,법정,2,29,케이블,8,55.5,2,평일심야,0,26,11.49
2380,로맨스,3,19,케이블,12,96.8,3,주말심야,0,37,9.07
2381,사극,2,6,지상파,16,90.7,2,주말심야,1,28,10.35
2382,의학,1,12,OTT,20,45.3,2,평일심야,0,36,9.33
2383,코미디,2,13,지상파,8,36.4,2,평일저녁,0,29,10.42
2384,코미디,4,28,지상파,16,50.7,2,평일심야,0,43,7.08
2385,법정,4,2,지상파,16,22.2,1,주말저녁,0,33,9.75
2386,법정,5,3,지상파,20,6.1,2,평일심야,0,31,6.39
2387,의학,1,27,케이블,20,20.2,2,평일저녁,0,37,9.31
2388,의학,1,4,OTT,16,33.7,1,평일저녁,0,41,8.21
2389,의학,5,23,OTT,8,10.5,1,주말저녁,0,39,7.54
2390,사극,1,22,케이블,20,90.1,1,평일저녁,0,39,11.86
2391,코미디,1,28,지상파,16,76.9,2,평일저녁,0,42,12.9
2392,로맨스,1,14,케이블,8,10.5,2,주말저녁,1,27,10.54
2393,의학,4,14,케이블,16,9.9,1,평일저녁,1,36,10.19
2394,판타지,4,27,지상파,16,54.5,3,평일심야,0,50,6.77
2395,사극,5,9,지상파,16,28.5,4,주말심야,0,31,7.28
2396,코미디,2,15,지상파,16,62.2,3,주말저녁,1,37,12.58
2397,사극,1,7,케이블,16,97.4,2,평일저녁,1,34,8.0
2398,로맨스,1,20,케이블,16,99.3,1,주말심야,1,38,11.75
2399,의학,3,12,지상파,24,84.1,3,평일심야,0,35,4.78
2400,법정,1,21,지상파,16,34.9,4,평일저녁,1,29,11.1
2401,로맨스,2,25,케이블,20,21.1,2,평일저녁,0,30,8.4
2402,사극,3,24,케이블,24,86.6,3,주말저녁,0,37,12.25
2403,사극,3,15,케이블,12,70.5,1,평일심야,0,44,10.03
2404,의학,3,6,지상파,20,14.7,1,평일심야,0,26,9.58
2405,법정,5,3,지상파,16,85.2,1,주말저녁,0,42,11.04
2406,코미디,2,10,지상파,8,92.9,4,주말저녁,0,36,12.38
2407,사극,5,27,지상파,16,41.3,2,평일심야,0,20,10.15
2408,스릴러,5,21,OTT,16,36.7,4,주말저녁,0,40,9.85
2409,판타지,4,30,지상파,16,38.2,4,주말저녁,0,20,11.83
2410,법정,2,9,OTT,20,80.6,2,주말심야,0,40,10.42
2411,로맨스,2,26,지상파,20,12.0,4,평일심야,0,43,8.7
2412,로맨스,3,24,지상파,16,95.2,1,평일심야,0,26,11.7
2413,로맨스,2,27,지상파,16,23.3,1,주말저녁,0,46,11.49
2414,로맨스,4,19,OTT,12,80.9,1,주말저녁,1,32,10.73
2415,코미디,2,22,지상파,24,94.5,2,평일저녁,0,20,10.35
2416,사극,3,27,지상파,24,80.5,2,평일심야,0,37,10.15
2417,판타지,4,20,케이블,20,14.8,3,평일저녁,0,38,7.73
2418,사극,4,19,케이블,16,93.6,1,주말저녁,0,46,12.37
2419,로맨스,4,6,지상파,32,15.1,2,평일심야,0,29,5.91
2420,법정,5,0,OTT,12,92.1,1,주말저녁,0,40,10.94
2421,의학,4,27,지상파,32,50.3,3,평일심야,0,47,9.81
2422,스릴러,4,23,케이블,24,55.4,1,주말저녁,0,49,10.62
2423,의학,1,29,OTT,16,10.0,3,주말저녁,0,20,11.59
2424,사극,3,21,OTT,12,28.5,1,평일저녁,0,20,8.21
2425,코미디,1,14,지상파,16,21.9,4,평일저녁,0,40,12.43
2426,판타지,5,12,케이블,16,39.8,4,주말저녁,0,21,5.47
2427,판타지,2,0,케이블,20,69.2,3,주말심야,0,26,6.53
2428,로맨스,1,17,지상파,16,38.6,2,주말저녁,0,42,15.28
2429,코미디,3,0,지상파,16,80.8,2,주말저녁,0,25,11.56
2430,판타지,2,23,지상파,16,9.0,3,평일심야,0,38,7.94
2431,판타지,2,25,OTT,24,39.7,4,주말저녁,0,50,9.67
2432,코미디,5,12,케이블,16,48.4,2,주말저녁,0,43,6.9
2433,코미디,1,12,OTT,12,89.2,4,주말심야,0,42,7.71
2434,스릴러,2,27,지상파,8,19.4,2,평일저녁,0,36,10.11
2435,판타지,2,13,지상파,20,60.3,4,평일심야,0,36,11.71
2436,사극,1,18,OTT,16,75.1,4,평일저녁,0,42,14.36
2437,로맨스,2,23,케이블,16,31.8,1,주말저녁,1,26,11.17
2438,코미디,3,4,지상파,20,75.4,1,주말저녁,0,46,11.16
2439,의학,4,7,지상파,12,59.6,2,주말저녁,0,47,10.28
2440,판타지,2,17,케이블,20,50.5,3,평일심야,0,44,6.61
2441,로맨스,2,27,OTT,12,21.1,2,평일저녁,1,36,9.32
2442,코미디,2,9,케이블,24,22.2,2,평일저녁,0,20,6.95
2443,로맨스,3,1,지상파,12,20.4,3,평일심야,1,46,8.94
2444,의학,1,21,지상파,32,30.0,2,평일저녁,0,36,10.13
2445,의학,4,17,OTT,20,66.0,2,평일심야,1,45,9.31
2446,스릴러,2,4,OTT,8,72.9,3,평일저녁,0,48,8.63
2447,의학,5,11,케이블,24,66.9,4,평일저녁,0,35,8.36
2448,판타지,4,22,지상파,24,71.1,4,평일저녁,0,29,10.78
2449,의학,2,21,케이블,16,62.0,2,주말심야,0,46,11.56
2450,의학,1,29,지상파,16,91.7,2,평일저녁,0,43,13.28
2451,사극,3,23,지상파,12,53.3,2,평일저녁,0,45,12.49
2452,의학,3,13,지상파,24,74.4,4,평일저녁,0,44,11.24
2453,로맨스,2,3,지상파,20,78.3,2,평일저녁,0,32,9.83
2454,의학,3,12,케이블,32,87.0,2,평일저녁,0,35,8.44
2455,코미디,2,19,지상파,16,52.5,4,주말심야,0,39,9.96
2456,법정,5,23,지상파,20,98.6,4,평일저녁,1,34,11.97
2457,코미디,4,8,케이블,20,31.5,2,평일심야,1,31,3.13
2458,판타지,1,18,지상파,20,74.6,4,평일저녁,0,26,11.87
2459,의학,2,25,케이블,24,42.0,2,평일저녁,0,38,9.91
2460,코미디,4,1,케이블,24,14.7,2,평일저녁,0,38,8.01
2461,법정,5,16,지상파,12,61.0,2,평일저녁,0,47,6.92
2462,로맨스,1,23,지상파,16,15.8,3,주말저녁,0,38,12.68
2463,법정,2,7,OTT,8,99.2,2,평일심야,1,28,8.43
2464,로맨스,5,19,OTT,12,22.4,3,주말심야,0,29,7.22
2465,법정,1,29,지상파,16,33.6,1,평일저녁,0,32,11.73
2466,사극,5,11,OTT,12,44.7,4,주말심야,0,39,8.03
2467,사극,4,23,케이블,8,96.0,2,주말심야,0,33,10.2
2468,로맨스,5,24,지상파,16,78.3,3,평일저녁,0,32,13.59
2469,스릴러,5,1,지상파,12,9.8,1,평일저녁,0,35,7.43
2470,스릴러,1,29,케이블,12,93.1,1,평일심야,1,47,11.27
2471,판타지,3,24,지상파,12,41.0,3,평일저녁,0,38,9.98
2472,로맨스,5,16,케이블,16,78.5,1,평일저녁,1,30,7.26
2473,코미디,1,17,케이블,20,56.7,4,주말심야,0,24,8.94
2474,법정,5,0,케이블,8,89.8,4,평일저녁,0,24,10.13
2475,로맨스,4,0,지상파,16,32.7,3,평일저녁,0,20,10.39
2476,의학,5,1,케이블,16,42.9,2,평일저녁,0,36,8.0
2477,스릴러,4,5,OTT,8,49.9,3,주말저녁,0,46,9.9
2478,로맨스,3,3,OTT,16,40.6,1,평일저녁,1,35,7.87
2479,의학,2,15,OTT,16,56.9,2,평일심야,0,29,5.11
2480,코미디,1,2,OTT,32,39.0,2,주말저녁,0,31,7.38
2481,로맨스,4,21,지상파,24,20.4,2,평일저녁,0,45,10.79
2482,의학,4,10,지상파,8,35.5,4,평일저녁,0,24,8.87
2483,코미디,2,12,지상파,24,52.6,4,평일저녁,0,36,9.8
2484,코미디,2,29,지상파,20,52.7,2,주말저녁,1,22,14.41
2485,로맨스,1,19,OTT,12,74.9,4,평일심야,0,36,5.52
2486,판타지,3,18,케이블,20,7.1,1,주말심야,0,47,7.48
2487,판타지,3,2,OTT,12,99.6,3,평일저녁,0,47,8.32
2488,의학,1,3,케이블,16,38.6,3,주말저녁,0,31,12.14
2489,로맨스,1,26,케이블,16,54.4,3,주말저녁,0,37,13.62
2490,사극,1,12,OTT,16,97.1,4,평일저녁,0,24,14.53
2491,스릴러,1,6,OTT,8,33.5,4,주말저녁,0,41,9.61
2492,로맨스,4,20,케이블,24,49.3,4,평일저녁,0,27,9.98
2493,법정,2,27,케이블,8,73.1,1,평일심야,0,43,8.13
2494,법정,5,27,OTT,24,61.5,4,평일저녁,0,29,8.18
2495,사극,1,2,OTT,16,29.6,1,주말저녁,1,20,12.69
2496,의학,3,11,지상파,24,19.2,4,평일심야,0,39,7.53
2497,의학,5,10,OTT,20,71.4,1,평일심야,1,31,4.85
2498,스릴러,1,20,지상파,24,14.7,1,평일심야,0,31,8.34
2499,의학,5,1,케이블,20,96.4,4,평일심야,0,22,5.77
2500,법정,5,28,케이블,16,49.4,1,주말심야,1,47,8.05
2501,코미디,3,12,OTT,16,31.5,2,주말심야,0,23,6.98
2502,로맨스,4,18,지상파,16,61.5,4,평일심야,0,28,7.81
2503,코미디,5,17,케이블,16,74.1,1,평일심야,0,44,8.7
2504,판타지,4,30,지상파,24,31.8,3,평일저녁,0,41,7.86
2505,사극,2,8,지상파,20,21.1,4,주말심야,0,38,14.33
2506,판타지,4,30,지상파,8,41.7,4,주말저녁,1,30,11.08
2507,스릴러,5,16,OTT,20,37.2,3,평일심야,1,38,3.56
2508,법정,3,19,케이블,16,59.2,2,평일저녁,0,37,11.65
2509,판타지,2,16,지상파,12,66.1,2,평일저녁,0,24,9.53
2510,의학,1,12,지상파,16,32.8,2,주말저녁,0,48,14.31
2511,의학,4,7,OTT,16,12.2,4,주말심야,0,25,6.78
2512,의학,2,17,지상파,16,89.6,4,평일심야,0,44,8.58
2513,로맨스,5,13,케이블,16,24.2,3,평일저녁,0,24,5.95
2514,스릴러,2,1,지상파,20,28.9,3,주말저녁,1,37,12.01
2515,사극,2,4,케이블,20,30.3,2,평일심야,0,39,5.02
2516,코미디,1,5,케이블,12,35.0,4,평일저녁,0,43,12.88
2517,법정,2,15,케이블,12,47.7,2,평일저녁,0,37,11.71
2518,코미디,4,16,케이블,16,48.0,3,평일저녁,1,42,10.61
2519,의학,1,14,지상파,16,7.5,4,평일저녁,0,37,12.52
2520,법정,2,11,지상파,12,80.4,1,주말심야,0,43,11.45
2521,의학,3,29,지상파,20,52.3,3,평일심야,0,31,11.09
2522,법정,5,8,지상파,20,18.5,3,평일저녁,0,49,8.15
2523,코미디,2,19,지상파,24,58.3,1,평일심야,0,23,11.84
2524,코미디,3,3,케이블,16,23.9,3,평일저녁,0,39,9.18
2525,의학,3,3,OTT,16,77.5,1,주말심야,0,36,9.26
2526,코미디,3,30,지상파,20,39.9,2,평일심야,0,30,12.72
2527,법정,2,9,케이블,8,24.5,2,주말저녁,0,49,9.61
2528,판타지,3,21,지상파,16,95.4,4,평일저녁,0,33,9.23
2529,사극,1,27,지상파,24,50.1,3,주말저녁,0,47,15.12
2530,로맨스,1,10,OTT,20,50.9,2,주말심야,0,29,12.09
2531,법정,5,4,지상파,16,65.1,2,평일저녁,1,25,9.19
2532,코미디,2,21,지상파,32,13.3,1,주말저녁,0,28,13.3
2533,스릴러,2,1,케이블,8,99.8,4,평일저녁,0,28,7.81
2534,코미디,5,15,지상파,16,48.3,2,주말저녁,0,26,9.04
2535,판타지,1,2,케이블,8,54.6,3,주말저녁,0,35,7.72
2536,사극,1,23,지상파,12,75.9,3,평일저녁,0,39,14.45
2537,법정,5,12,지상파,20,16.3,3,주말저녁,0,28,7.29
2538,코미디,4,24,OTT,24,53.8,1,평일심야,0,21,6.99
2539,법정,3,3,지상파,8,83.2,1,주말저녁,0,29,10.38
2540,스릴러,5,8,지상파,16,42.9,3,주말저녁,0,30,9.48
2541,로맨스,3,16,OTT,16,51.2,3,평일저녁,0,48,9.3
2542,의학,1,1,지상파,24,59.0,1,주말저녁,0,36,10.71
2543,사극,1,2,케이블,16,35.4,1,평일저녁,0,20,11.51
2544,사극,4,24,OTT,24,87.9,2,평일저녁,0,24,8.68
2545,코미디,3,27,지상파,16,14.6,3,평일저녁,0,48,9.39
2546,코미디,1,16,케이블,12,32.6,1,평일저녁,1,36,7.13
2547,의학,4,15,케이블,16,69.6,2,평일심야,0,24,7.72
2548,판타지,2,25,지상파,16,20.0,3,평일심야,0,35,8.88
2549,판타지,3,8,케이블,12,24.0,4,평일저녁,0,25,7.1
2550,법정,2,19,OTT,8,31.5,2,주말저녁,0,42,10.5
2551,로맨스,4,20,지상파,20,67.7,4,평일저녁,0,30,6.71
2552,로맨스,2,23,케이블,8,54.9,3,주말저녁,0,27,15.93
2553,스릴러,5,12,지상파,8,49.2,4,주말심야,1,22,7.81
2554,의학,2,6,OTT,24,21.7,1,주말저녁,0,30,10.87
2555,판타지,1,5,OTT,12,8.3,4,주말저녁,0,30,7.31
2556,사극,5,21,케이블,24,51.4,1,주말저녁,0,42,11.73
2557,의학,2,3,케이블,12,40.8,3,평일저녁,0,21,9.48
2558,판타지,2,7,지상파,16,62.0,3,평일심야,0,33,10.27
2559,사극,3,16,지상파,8,61.7,3,주말저녁,0,39,14.19
2560,로맨스,5,15,지상파,16,30.8,2,평일저녁,0,35,9.42
2561,로맨스,1,27,케이블,24,17.4,2,평일저녁,0,44,10.48
2562,의학,2,9,지상파,20,14.3,2,평일저녁,1,35,6.38
2563,판타지,1,4,OTT,16,19.5,1,평일저녁,0,46,8.44
2564,로맨스,3,3,지상파,8,76.7,2,주말저녁,0,49,11.5
2565,판타지,3,1,OTT,12,29.0,4,주말저녁,0,49,9.36
2566,법정,1,14,지상파,16,31.6,4,평일저녁,0,30,14.37
2567,로맨스,5,9,케이블,16,60.1,4,평일저녁,1,41,7.5
2568,판타지,3,11,지상파,20,60.2,4,평일저녁,0,43,9.07
2569,법정,5,4,OTT,32,86.4,2,주말저녁,0,43,8.07
2570,코미디,2,14,지상파,16,84.8,1,주말저녁,0,43,12.76
2571,판타지,4,23,케이블,16,55.8,4,평일심야,0,24,5.22
2572,법정,1,30,케이블,16,48.6,4,주말저녁,0,49,11.5
2573,의학,4,11,케이블,20,79.2,2,주말저녁,0,38,12.95
2574,코미디,2,19,지상파,16,54.2,3,평일심야,1,31,11.4
2575,스릴러,4,13,케이블,12,51.6,1,평일저녁,1,50,8.08
2576,코미디,5,30,OTT,16,30.4,3,평일저녁,1,22,6.22
2577,의학,4,29,지상파,24,15.3,2,평일저녁,1,20,6.17
2578,코미디,2,18,케이블,8,85.0,4,평일저녁,0,21,14.08
2579,사극,2,7,OTT,32,10.3,1,주말저녁,0,40,10.64
2580,로맨스,1,1,케이블,8,87.8,1,평일저녁,0,22,10.8
2581,의학,3,23,케이블,24,64.8,4,평일심야,0,45,7.64
2582,법정,5,8,지상파,32,13.5,4,평일저녁,0,43,9.27
