id,genre,director_tier,lead_actor_tier,production_budget,runtime_min,rating_age,release_month,is_sequel,is_imported,screen_count,box_office_grade
2242,액션,3,1,154.8,90,15세,11,0,0,1630,2
2243,액션,1,3,167.2,179,청불,11,0,0,547,0
2244,액션,2,1,117.4,180,15세,5,1,1,655,2
2245,호러,1,4,228.5,91,전체관람가,4,0,1,1463,0
2246,스릴러,4,2,297.5,174,전체관람가,7,0,1,1742,0
2247,코미디,5,5,9.8,96,청불,12,1,1,1152,0
2248,로맨스,2,3,238.9,91,12세,8,0,1,863,0
2249,액션,5,3,135.1,84,12세,9,0,0,2368,2
2250,SF,2,2,46.8,156,12세,10,1,1,1491,1
2251,드라마,3,3,199.3,103,전체관람가,4,1,0,1153,0
2252,액션,3,1,28.9,155,15세,9,1,1,934,0
2253,스릴러,4,1,282.9,80,12세,7,0,0,849,0
2254,호러,1,1,162.4,140,12세,8,1,1,2145,3
2255,SF,1,5,193.2,99,청불,2,0,1,2294,2
2256,로맨스,1,5,257.4,180,12세,5,1,0,714,1
2257,코미디,3,3,277.4,161,15세,2,0,0,2309,3
2258,SF,2,4,46.9,87,12세,7,0,0,1518,2
2259,코미디,2,5,285.9,113,전체관람가,5,0,1,645,2
2260,액션,5,5,176.7,139,전체관람가,11,0,1,1443,0
2261,로맨스,4,3,257.5,138,12세,5,0,0,2372,1
2262,드라마,5,4,42.5,100,12세,7,0,1,2463,2
2263,코미디,1,1,4.9,107,12세,8,0,0,2480,2
2264,애니메이션,1,3,25.4,89,청불,12,0,0,1609,0
2265,드라마,4,3,275.5,135,12세,10,0,1,1396,0
2266,애니메이션,4,2,169.4,126,12세,10,1,0,414,1
2267,드라마,2,1,184.5,90,청불,2,0,0,419,1
2268,액션,1,4,262.3,118,15세,10,0,0,1603,2
2269,로맨스,3,2,292.5,171,15세,3,0,1,1024,0
2270,드라마,4,2,43.2,81,전체관람가,7,0,1,1228,0
2271,스릴러,1,1,214.7,142,15세,6,0,1,762,1
2272,액션,2,1,258.8,147,12세,9,0,0,1061,2
2273,스릴러,2,1,285.3,112,전체관람가,8,0,0,1627,3
2274,애니메이션,1,2,177.9,108,12세,6,0,0,1628,3
2275,액션,4,1,173.0,172,12세,6,0,0,1703,2
2276,액션,5,4,5.7,80,청불,9,0,1,1152,0
2277,드라마,4,1,45.1,166,전체관람가,1,0,1,901,0
2278,코미디,2,2,295.1,170,12세,2,0,0,585,1
2279,스릴러,4,2,6.2,102,전체관람가,6,0,1,1957,0
2280,액션,5,3,15.1,160,15세,3,0,1,1869,1
2281,드라마,2,3,57.7,89,청불,10,0,0,553,0
2282,호러,4,5,3.0,180,청불,2,0,0,2221,0
2283,액션,1,4,88.7,109,15세,6,0,1,314,1
2284,로맨스,4,2,188.9,166,12세,9,0,1,1485,0
2285,스릴러,5,3,77.7,174,15세,2,0,0,2320,1
2286,코미디,5,1,100.9,82,15세,3,0,0,2017,1
2287,호러,2,3,42.8,152,12세,9,0,1,1301,0
2288,호러,4,4,268.3,96,12세,12,0,0,1194,1
2289,코미디,1,1,166.4,106,청불,6,0,1,2475,3
2290,애니메이션,5,2,50.3,175,15세,10,0,0,969,0
2291,애니메이션,1,1,251.2,125,15세,5,0,0,1581,2
2292,스릴러,4,5,30.9,124,15세,1,0,0,1049,0
2293,로맨스,5,1,162.1,80,12세,4,0,0,1734,1
2294,코미디,3,4,130.9,171,15세,12,0,0,1811,1
2295,SF,2,1,294.3,131,15세,5,0,1,2423,2
2296,스릴러,2,1,52.2,122,12세,5,0,0,196,1
2297,스릴러,5,5,108.5,165,15세,10,0,0,2348,0
2298,드라마,3,3,23.8,104,15세,7,0,1,877,1
2299,스릴러,4,3,158.4,126,15세,10,0,0,1604,0
2300,코미디,1,5,197.4,120,12세,12,0,1,540,1
2301,스릴러,3,5,222.9,81,청불,12,0,0,1189,0
2302,액션,5,4,133.5,171,15세,8,0,0,685,0
2303,액션,1,1,292.7,122,12세,12,0,1,1925,3
2304,SF,2,5,227.7,178,청불,12,0,0,411,0
2305,드라마,2,3,298.1,117,전체관람가,10,0,1,640,0
2306,코미디,4,3,114.1,178,전체관람가,6,1,0,1008,0
2307,액션,5,1,293.2,100,12세,4,0,0,1349,1
2308,SF,5,5,217.5,172,15세,10,0,1,865,0
2309,호러,2,1,144.4,156,12세,10,1,1,1822,2
2310,코미디,4,5,137.8,80,청불,3,0,0,1015,0
2311,드라마,2,1,121.0,117,15세,10,1,0,1673,2
2312,호러,3,4,279.1,160,15세,11,1,1,121,0
2313,스릴러,1,4,284.6,133,15세,3,0,0,2089,3
2314,코미디,4,2,147.0,82,12세,2,0,1,2392,3
2315,액션,4,3,81.7,161,청불,9,0,0,763,0
2316,코미디,3,2,63.5,178,전체관람가,6,0,0,633,0
2317,호러,1,4,49.6,101,15세,4,0,1,698,0
2318,SF,1,3,298.3,115,15세,8,0,0,1598,3
2319,스릴러,2,3,86.7,122,15세,6,0,1,755,1
2320,코미디,5,3,293.4,173,12세,5,0,0,1842,2
2321,코미디,3,3,79.1,84,15세,12,0,1,2227,1
2322,스릴러,5,3,24.1,152,15세,9,0,1,1568,0
2323,드라마,3,2,75.7,88,12세,1,0,0,816,0
2324,애니메이션,3,5,215.2,135,청불,2,0,0,1679,0
2325,드라마,1,2,28.3,125,전체관람가,3,0,0,719,2
2326,로맨스,1,2,149.0,94,12세,11,1,0,745,2
2327,코미디,3,4,10.6,179,12세,5,0,1,1410,0
2328,액션,4,4,42.0,108,15세,6,0,0,1314,1
2329,애니메이션,2,2,239.9,113,15세,11,1,1,2257,2
2330,스릴러,4,5,195.0,150,12세,1,0,1,463,0
2331,코미디,4,4,14.6,166,청불,12,0,0,220,0
2332,호러,2,4,202.3,114,12세,2,1,0,2215,3
2333,애니메이션,4,1,133.7,87,12세,6,0,0,605,0
2334,로맨스,4,3,193.2,138,청불,12,0,0,2114,0
2335,애니메이션,4,2,278.1,126,청불,8,0,0,1145,0
2336,로맨스,2,3,111.7,112,12세,8,0,0,1146,0
2337,코미디,5,1,50.4,161,12세,5,0,1,2096,2
2338,액션,5,3,12.6,91,12세,1,0,1,2125,1
2339,스릴러,2,1,39.9,137,15세,11,1,1,1355,1
2340,로맨스,5,1,100.6,95,12세,12,0,1,1204,0
2341,액션,2,2,7.2,165,전체관람가,11,0,0,2429,3
2342,스릴러,4,3,196.9,165,전체관람가,3,1,0,838,0
2343,코미디,5,5,213.8,114,청불,9,0,1,1660,0
2344,스릴러,1,5,196.9,133,청불,9,0,0,1189,0
2345,코미디,4,1,118.4,122,12세,2,1,1,231,1
2346,SF,5,2,21.6,138,전체관람가,8,0,0,1816,2
2347,SF,3,5,73.4,108,15세,3,0,0,717,1
2348,SF,4,2,7.3,126,15세,11,0,0,1063,0
2349,로맨스,5,3,221.9,92,15세,6,0,1,1538,0
2350,스릴러,4,4,107.1,144,15세,4,0,0,445,0
2351,스릴러,4,5,152.5,148,전체관람가,3,0,0,2181,0
2352,SF,2,3,202.6,92,15세,11,0,0,1736,1
2353,호러,2,5,267.9,176,12세,5,0,1,173,0
2354,애니메이션,1,4,104.3,112,청불,12,0,0,1899,3
2355,스릴러,3,2,41.3,143,12세,8,0,1,2056,1
2356,호러,2,2,165.5,82,12세,8,0,0,674,2
2357,SF,3,4,128.2,144,12세,6,0,0,2135,1
2358,호러,1,1,61.9,128,15세,8,0,0,1804,2
2359,애니메이션,3,3,103.0,135,15세,8,0,1,2470,3
2360,코미디,5,3,170.1,149,15세,8,0,1,552,0
2361,애니메이션,1,4,91.7,103,15세,1,0,0,570,0
2362,액션,1,3,62.5,132,15세,8,0,1,700,1
2363,호러,4,4,117.0,150,15세,3,0,1,635,0
2364,코미디,2,5,196.6,116,15세,10,0,1,868,0
2365,SF,1,2,90.2,157,12세,10,0,1,793,0
2366,호러,5,3,115.7,159,12세,12,0,1,1594,2
2367,드라마,2,5,239.5,180,15세,10,1,0,1281,1
2368,애니메이션,2,1,127.3,122,12세,9,0,0,2278,3
2369,액션,5,3,111.5,157,청불,3,0,1,335,0
2370,액션,1,4,238.1,90,청불,10,0,1,2128,3
2371,드라마,5,5,24.6,104,15세,5,1,0,2020,0
2372,SF,1,4,63.4,179,15세,3,1,1,2151,1
2373,드라마,3,2,25.4,150,15세,6,0,0,402,0
2374,스릴러,3,1,275.1,178,15세,1,0,1,1768,3
2375,로맨스,3,1,263.9,132,청불,8,0,0,2450,2
2376,로맨스,2,1,27.2,86,15세,11,0,0,1873,0
2377,액션,1,1,279.8,126,15세,10,1,0,481,2
2378,코미디,3,5,189.3,149,12세,1,0,0,1134,0
2379,SF,3,3,194.1,124,12세,8,0,0,942,1
2380,로맨스,5,1,102.7,158,청불,11,1,1,2168,1
2381,SF,3,2,76.4,153,12세,10,0,1,458,0
2382,로맨스,3,5,203.7,120,15세,3,0,1,1140,1
2383,호러,3,5,127.9,149,전체관람가,9,1,1,1643,0
2384,SF,1,3,259.9,171,청불,9,1,0,1764,3
2385,호러,1,4,197.7,118,전체관람가,5,0,0,2388,2
2386,로맨스,2,3,34.3,91,15세,1,0,1,933,1
2387,코미디,2,4,1.4,133,15세,2,0,0,1755,0
2388,액션,5,2,262.2,118,전체관람가,6,1,0,245,2
2389,SF,4,3,232.7,139,12세,11,1,0,1765,2
2390,스릴러,5,5,129.0,174,15세,5,0,0,516,0
2391,코미디,1,5,18.3,146,12세,9,1,0,2156,1
2392,호러,3,5,82.6,108,12세,2,1,0,2474,2
2393,스릴러,3,2,87.3,168,12세,3,0,0,992,0
2394,애니메이션,1,3,179.9,94,12세,8,0,1,1572,1
2395,스릴러,4,3,18.5,101,15세,8,1,1,1822,1
2396,코미디,3,4,56.9,105,15세,1,0,0,695,0
2397,액션,2,5,28.4,179,15세,8,0,1,2475,1
2398,로맨스,3,3,249.2,162,청불,5,0,0,1041,1
2399,코미디,5,3,66.9,163,12세,4,0,1,2335,1
2400,SF,5,4,96.9,86,12세,8,0,0,1567,1
2401,호러,4,4,257.7,171,전체관람가,8,0,0,2180,1
2402,로맨스,2,4,234.1,134,15세,12,1,1,1293,1
2403,SF,2,5,262.0,125,청불,7,0,0,817,1
2404,코미디,2,1,154.5,107,전체관람가,9,0,0,2323,2
2405,드라마,5,2,237.7,172,12세,3,0,1,1095,1
2406,SF,5,4,232.3,110,12세,12,0,0,893,0
2407,애니메이션,2,3,285.9,126,전체관람가,10,0,0,1012,2
2408,스릴러,5,5,132.9,178,청불,10,0,1,1951,0
2409,로맨스,1,4,171.9,102,청불,8,1,0,2482,1
2410,애니메이션,5,1,239.8,90,15세,3,0,0,808,0
2411,코미디,3,5,54.6,134,전체관람가,2,1,0,1844,2
2412,액션,5,2,294.1,144,15세,5,0,0,1004,1
2413,스릴러,1,5,133.4,133,전체관람가,2,1,1,790,0
2414,액션,5,5,236.8,164,12세,2,0,0,1743,0
2415,로맨스,1,2,226.9,111,12세,6,0,1,567,1
2416,로맨스,4,2,12.4,152,15세,3,0,0,1583,0
2417,드라마,4,5,98.6,116,12세,7,0,1,1096,0
2418,SF,2,3,126.0,83,15세,7,0,0,1087,2
2419,SF,4,1,238.7,107,전체관람가,11,1,0,1126,1
2420,코미디,1,1,279.7,105,15세,11,0,1,1748,2
2421,스릴러,4,5,154.6,101,15세,2,0,1,128,0
2422,호러,3,2,148.3,159,12세,5,0,1,1315,2
2423,로맨스,5,1,42.8,112,전체관람가,5,0,1,524,0
2424,호러,2,5,20.4,131,15세,7,0,1,1311,0
2425,드라마,1,1,298.0,153,청불,2,1,0,100,3
2426,코미디,2,3,73.5,116,전체관람가,4,0,1,1367,0
2427,SF,5,1,181.7,165,15세,1,0,0,775,1
2428,애니메이션,5,5,90.7,159,12세,8,0,1,886,0
2429,코미디,4,3,46.5,135,12세,3,0,0,1719,1
2430,SF,2,3,201.3,87,15세,2,1,1,572,1
2431,호러,3,1,55.5,85,15세,3,1,0,777,0
2432,애니메이션,5,3,35.7,96,전체관람가,12,0,1,1384,1
2433,코미디,2,4,15.6,99,청불,1,1,0,1534,1
2434,애니메이션,1,1,15.8,107,15세,10,0,0,2271,2
2435,스릴러,3,4,149.4,117,12세,1,0,0,1929,1
2436,액션,1,1,77.5,109,12세,3,1,0,1382,3
2437,로맨스,5,5,178.0,113,전체관람가,9,0,1,1084,0
2438,로맨스,3,5,91.2,149,15세,5,0,0,624,0
2439,로맨스,2,1,263.6,81,청불,11,0,0,1753,1
2440,호러,2,4,50.6,139,15세,9,0,0,1860,1
2441,스릴러,5,2,83.5,111,전체관람가,10,1,1,351,0
2442,스릴러,1,1,107.3,144,15세,1,0,0,2135,3
2443,코미디,5,5,282.0,138,12세,7,0,1,2073,1
2444,호러,1,4,233.9,144,전체관람가,7,0,1,2177,3
2445,호러,2,2,135.2,167,15세,7,0,1,2353,3
2446,스릴러,3,5,162.0,148,15세,8,0,0,2086,1
2447,액션,3,5,156.7,127,12세,12,1,0,1187,1
2448,SF,5,4,65.0,179,15세,7,0,0,1229,1
2449,호러,2,2,223.5,107,전체관람가,7,0,1,869,1
2450,SF,5,4,27.6,176,15세,2,0,0,1774,0
2451,드라마,1,5,255.9,107,12세,7,0,1,713,2
2452,호러,5,2,126.8,112,15세,2,1,1,2174,2
2453,로맨스,1,5,101.4,103,12세,1,0,1,967,1
2454,스릴러,4,5,24.7,170,15세,8,0,0,2003,0
2455,코미디,2,3,268.7,125,청불,3,0,0,200,0
2456,코미디,4,1,213.3,115,12세,4,0,0,1893,1
2457,코미디,4,4,140.5,161,12세,9,0,1,2376,1
2458,코미디,5,2,146.7,136,15세,6,0,1,1045,0
2459,애니메이션,3,1,195.7,91,15세,12,0,1,1841,3
2460,호러,2,3,25.8,118,12세,7,0,0,1483,0
2461,SF,2,2,162.5,162,15세,7,0,1,849,2
2462,스릴러,3,1,4.5,124,12세,12,0,0,1124,1
2463,코미디,4,3,292.3,134,전체관람가,1,0,1,806,0
2464,호러,2,4,166.1,81,15세,5,0,1,1245,0
2465,애니메이션,4,3,273.7,96,15세,9,0,1,2087,2
2466,액션,3,2,203.4,174,15세,5,0,1,2140,2
2467,로맨스,4,5,248.8,176,12세,5,0,0,774,0
2468,SF,2,3,294.4,175,15세,12,0,0,548,2
2469,SF,2,2,102.3,98,전체관람가,7,0,0,1438,3
2470,로맨스,3,2,129.7,130,청불,9,0,1,2435,1
2471,코미디,3,5,176.8,137,15세,5,0,1,2237,1
2472,액션,2,2,267.8,103,청불,4,0,1,1672,3
2473,코미디,5,4,145.9,154,전체관람가,6,0,1,867,0
2474,SF,1,1,20.3,134,전체관람가,7,1,1,1208,3
2475,SF,5,4,117.1,114,15세,4,0,1,2134,0
2476,SF,4,4,124.7,95,15세,9,0,0,196,0
2477,드라마,5,4,220.3,127,12세,4,0,1,904,0
2478,로맨스,2,5,16.4,162,15세,6,1,0,2361,1
2479,애니메이션,3,1,256.0,88,12세,10,0,1,117,0
2480,로맨스,5,3,153.1,122,15세,3,1,1,413,1
2481,코미디,4,2,163.5,80,전체관람가,12,1,0,817,1
2482,코미디,5,5,299.2,85,15세,6,0,1,873,0
2483,호러,2,4,187.7,122,12세,1,0,1,2120,2
2484,로맨스,3,2,146.2,142,15세,2,0,1,2117,2
2485,SF,4,5,76.8,141,15세,11,0,0,2067,0
2486,드라마,4,5,191.6,111,12세,5,0,1,2049,1
2487,액션,5,2,128.3,160,전체관람가,11,1,0,763,0
2488,액션,3,2,122.7,85,15세,4,0,0,1052,0
2489,애니메이션,1,4,141.7,105,청불,2,1,0,2113,3
2490,스릴러,4,3,292.5,86,12세,7,1,0,622,0
2491,드라마,4,5,288.3,156,청불,5,0,0,1445,0
2492,드라마,5,2,19.0,133,15세,10,0,0,1200,0
2493,액션,4,3,64.5,150,전체관람가,1,0,0,1304,0
2494,SF,2,4,12.4,138,청불,6,0,1,1256,0
2495,액션,5,1,40.5,114,12세,11,1,0,2007,2
2496,애니메이션,3,2,58.4,85,청불,6,0,1,2344,0
2497,액션,4,3,100.5,92,12세,12,0,0,2370,2
2498,드라마,5,1,39.4,165,12세,8,0,1,877,0
2499,드라마,5,5,206.7,162,15세,6,1,0,161,0
2500,코미디,1,2,14.4,94,15세,9,1,0,1512,2
2501,호러,1,3,3.3,144,12세,7,0,0,1276,2
2502,애니메이션,4,2,54.6,109,12세,5,0,1,577,0
2503,드라마,3,1,237.4,173,15세,1,0,1,1168,0
2504,로맨스,5,2,281.0,97,전체관람가,12,0,1,1611,2
2505,SF,5,3,162.8,105,청불,11,1,0,1984,0
2506,SF,4,3,76.2,89,12세,11,0,0,207,0
2507,스릴러,5,2,296.4,96,전체관람가,6,0,1,952,0
2508,SF,3,2,148.0,97,청불,3,0,0,1935,0
2509,코미디,5,1,193.6,177,15세,6,0,0,1369,0
2510,드라마,5,2,111.0,146,15세,4,1,0,1263,0
2511,애니메이션,1,3,135.2,117,15세,1,0,0,653,2
2512,로맨스,1,2,169.4,105,12세,9,0,0,300,0
2513,호러,3,2,254.6,161,15세,9,0,0,2034,0
2514,호러,5,4,167.3,141,전체관람가,12,0,0,389,0
2515,애니메이션,4,4,16.2,92,청불,1,1,0,788,0
2516,스릴러,4,5,254.8,153,15세,6,0,0,2198,0
2517,액션,4,5,136.6,161,12세,4,0,0,2144,1
2518,SF,2,5,154.0,95,12세,4,0,0,1695,0
2519,로맨스,1,4,190.2,116,청불,4,0,0,1022,0
2520,드라마,2,4,4.7,161,12세,11,1,1,1292,1
2521,코미디,5,2,40.8,174,15세,12,0,0,634,0
2522,코미디,3,3,55.7,176,12세,9,0,1,1352,1
2523,스릴러,4,1,81.4,164,15세,7,0,0,794,1
2524,SF,2,4,64.9,105,청불,3,0,0,106,0
2525,코미디,1,1,76.3,128,청불,8,0,1,2040,3
2526,SF,5,4,108.3,145,15세,4,0,1,775,0
2527,액션,5,4,98.5,129,15세,3,1,1,1910,3
2528,액션,1,3,80.7,117,청불,11,0,1,1583,1
2529,코미디,3,4,81.2,177,12세,2,0,1,136,0
2530,로맨스,4,5,143.9,128,15세,3,0,1,203,0
2531,애니메이션,4,2,254.4,173,12세,8,0,0,2452,3
2532,드라마,4,4,277.5,110,12세,12,0,1,1472,0
2533,액션,1,3,131.7,145,15세,6,0,0,2402,2
2534,코미디,3,3,149.9,149,12세,4,0,0,339,1
2535,액션,3,5,17.6,87,12세,2,0,1,952,0
2536,코미디,1,5,49.7,113,12세,6,0,1,649,0
2537,호러,5,1,25.9,143,15세,8,0,1,2078,1
2538,애니메이션,4,4,111.6,127,15세,1,0,1,1019,1
2539,호러,2,1,139.9,99,12세,9,0,1,2488,3
2540,호러,4,1,264.9,122,12세,4,0,0,2365,2
2541,로맨스,2,1,26.7,107,12세,4,0,1,2173,0
2542,로맨스,5,2,229.0,105,15세,11,0,1,2124,1
2543,호러,3,2,109.7,101,15세,10,0,1,772,0
2544,로맨스,3,2,16.0,147,15세,7,0,0,154,0
2545,스릴러,1,5,19.7,170,전체관람가,4,0,1,1613,0
2546,SF,4,4,281.8,155,15세,11,0,1,555,0
2547,스릴러,1,5,299.4,114,15세,8,1,1,1444,3
2548,로맨스,2,2,193.8,121,15세,12,0,1,791,2
2549,스릴러,1,3,11.8,170,청불,7,1,1,809,0
2550,애니메이션,2,3,280.1,142,15세,9,0,0,725,1
2551,SF,3,3,131.3,86,12세,12,0,0,1118,1
2552,코미디,1,4,156.7,166,15세,2,0,0,2462,3
2553,액션,3,5,175.0,103,12세,1,0,0,1791,1
2554,스릴러,3,4,69.3,167,12세,4,0,1,639,0
2555,스릴러,5,2,168.6,95,15세,7,0,0,480,0
2556,액션,2,2,72.2,132,15세,11,0,0,232,0
2557,액션,4,1,289.7,180,15세,1,0,0,1317,2
2558,드라마,3,5,254.6,160,12세,6,0,1,1716,0
2559,로맨스,4,3,127.8,144,12세,8,0,0,1975,0
2560,스릴러,1,5,165.1,144,15세,10,0,0,860,0
2561,애니메이션,5,5,282.6,99,12세,5,1,0,788,1
2562,로맨스,1,2,177.9,132,전체관람가,3,0,0,2029,3
2563,스릴러,1,5,214.8,104,전체관람가,6,0,1,378,0
2564,애니메이션,4,1,69.2,120,15세,12,0,0,1593,3
2565,호러,3,4,296.5,110,전체관람가,4,0,0,1919,1
2566,드라마,4,5,281.3,153,15세,11,1,0,1694,0
2567,로맨스,4,4,110.7,138,15세,5,0,1,999,0
2568,애니메이션,4,1,168.6,136,12세,12,0,0,125,0
2569,애니메이션,3,5,3.9,110,전체관람가,7,0,0,1726,1
2570,애니메이션,5,4,139.4,95,12세,3,0,1,1357,0
2571,애니메이션,2,2,21.2,130,12세,12,1,1,2048,2
2572,드라마,5,2,82.2,154,12세,1,0,0,1163,0
2573,액션,2,1,185.4,170,청불,1,0,1,2073,1
2574,애니메이션,5,3,124.0,157,15세,1,0,0,1718,0
2575,SF,5,2,91.4,152,청불,3,0,0,168,0
2576,로맨스,3,1,55.2,140,12세,1,0,1,2435,3
2577,드라마,1,1,297.8,105,15세,12,1,0,311,2
2578,스릴러,2,5,145.6,83,청불,11,0,0,1456,1
2579,호러,3,5,210.5,97,청불,11,0,0,1058,0
2580,드라마,3,1,204.1,144,15세,2,0,1,1690,2
2581,드라마,2,3,55.8,170,12세,1,1,0,942,1
2582,드라마,5,1,122.4,174,청불,12,1,0,1600,1
2583,코미디,1,2,83.4,176,12세,5,0,1,1369,3
2584,스릴러,1,2,210.1,172,12세,7,0,1,318,1
2585,코미디,4,1,202.3,82,15세,5,1,0,531,0
2586,드라마,1,3,128.3,84,15세,6,0,0,1112,1
2587,액션,5,2,267.2,159,청불,9,0,0,1920,0
2588,드라마,1,4,71.5,87,12세,4,1,0,1704,2
2589,로맨스,3,1,27.5,98,전체관람가,3,0,1,1011,0
2590,SF,2,2,157.6,100,전체관람가,6,0,1,2453,3
2591,드라마,1,3,241.8,159,15세,6,0,0,2205,2
2592,스릴러,4,5,227.9,165,12세,11,0,0,1317,0
2593,코미디,2,1,109.2,116,15세,2,0,0,1234,1
2594,드라마,4,1,194.0,111,12세,11,0,1,1703,2
2595,SF,3,1,57.2,122,15세,12,1,1,1794,2
2596,액션,5,1,290.4,113,15세,4,1,1,1007,1
2597,로맨스,2,4,167.9,98,12세,5,1,0,416,0
2598,로맨스,3,1,272.6,98,15세,7,1,1,709,2
2599,드라마,4,2,80.7,124,전체관람가,4,0,1,456,0
2600,로맨스,3,1,196.8,109,청불,1,0,0,593,1
2601,로맨스,5,5,233.3,128,12세,10,0,0,1222,0
2602,호러,5,1,115.4,159,15세,4,0,0,1974,2
2603,스릴러,3,2,65.6,106,15세,6,1,0,2260,2
2604,코미디,2,3,14.1,170,15세,3,0,1,1212,0
2605,SF,5,3,97.6,114,12세,11,0,0,1043,0
2606,코미디,2,3,93.2,117,15세,10,1,1,1343,3
2607,코미디,3,4,57.8,167,12세,9,0,1,2399,2
2608,스릴러,2,3,32.4,118,15세,7,0,0,2431,2
2609,애니메이션,4,3,241.5,132,15세,4,0,1,160,1
2610,코미디,1,4,175.8,111,12세,2,0,0,1835,3
2611,호러,2,4,222.4,162,15세,11,0,0,569,0
2612,액션,2,2,247.6,142,15세,2,0,0,2453,3
2613,애니메이션,4,3,57.2,102,15세,3,0,0,908,0
2614,호러,3,4,279.1,114,전체관람가,9,1,1,2373,1
2615,애니메이션,5,2,41.3,100,15세,12,0,0,2378,1
2616,애니메이션,3,2,54.0,82,청불,7,0,0,274,0
2617,호러,5,3,292.0,97,15세,2,0,1,1413,0
2618,액션,1,5,243.5,134,15세,2,0,1,2378,3
2619,스릴러,2,1,50.8,123,15세,11,0,0,146,0
2620,호러,3,2,291.4,83,15세,1,1,0,2242,3
2621,SF,1,2,218.7,89,12세,1,0,0,2390,3
2622,드라마,5,1,283.5,143,12세,9,0,1,1646,1
2623,드라마,4,5,200.9,142,15세,5,0,0,1284,0
2624,SF,1,1,73.0,164,12세,5,0,0,900,1
2625,코미디,3,1,207.6,133,12세,4,1,1,1257,2
2626,로맨스,4,3,88.8,91,15세,11,0,0,1552,1
2627,드라마,1,2,246.2,122,15세,9,0,1,856,2
2628,애니메이션,2,1,11.6,115,15세,1,0,0,1614,3
2629,애니메이션,5,5,213.7,84,전체관람가,11,0,1,2443,1
2630,애니메이션,1,1,144.2,100,15세,11,0,0,105,1
2631,로맨스,1,4,230.7,158,15세,9,0,1,2222,2
2632,코미디,5,2,208.8,91,15세,3,0,1,664,0
2633,애니메이션,5,1,141.5,155,청불,10,0,0,1648,1
2634,애니메이션,3,1,218.6,146,15세,1,0,0,2081,3
2635,애니메이션,1,5,62.1,143,전체관람가,7,0,1,910,1
2636,로맨스,4,2,220.1,172,15세,10,0,1,2269,2
2637,로맨스,1,1,231.7,147,청불,5,1,1,986,1
2638,코미디,2,4,3.1,123,12세,7,0,0,1999,0
2639,액션,2,5,157.1,85,전체관람가,11,0,1,2326,1
2640,드라마,4,1,179.4,136,15세,3,0,1,1517,2
2641,호러,1,2,268.8,147,청불,4,0,1,215,0
2642,호러,4,1,254.9,145,15세,12,1,1,1103,2
2643,드라마,2,3,209.0,146,15세,8,0,0,288,1
2644,호러,1,4,75.0,177,15세,8,0,0,1205,1
2645,호러,1,5,32.6,136,15세,10,0,1,1490,1
2646,호러,1,3,5.7,89,12세,12,1,0,126,0
2647,드라마,1,2,175.7,103,15세,12,0,1,1258,2
2648,스릴러,1,1,289.7,88,전체관람가,6,0,0,2040,2
2649,드라마,1,3,125.8,169,15세,7,0,0,1229,1
2650,코미디,2,4,59.4,153,12세,11,0,0,977,1
2651,애니메이션,4,2,214.6,138,12세,11,0,1,251,0
2652,액션,4,4,3.5,88,전체관람가,5,0,1,1120,0
2653,드라마,1,4,138.2,84,전체관람가,4,1,0,1718,2
2654,로맨스,1,1,155.0,166,15세,3,0,0,1555,1
2655,애니메이션,4,5,127.7,174,15세,12,0,0,550,0
2656,로맨스,3,2,35.6,108,전체관람가,5,0,1,1970,0
2657,애니메이션,3,4,43.6,94,12세,12,0,1,602,1
2658,코미디,4,3,101.6,172,15세,4,0,1,1475,0
2659,코미디,5,5,14.4,85,전체관람가,8,1,0,2326,0
2660,로맨스,4,1,170.9,89,12세,12,0,0,505,1
2661,SF,2,2,71.2,133,12세,2,0,0,2430,3
2662,로맨스,4,3,49.1,163,전체관람가,8,0,0,1115,0
2663,코미디,5,2,132.7,167,15세,4,1,0,314,0
2664,호러,2,4,57.4,140,12세,1,0,1,1580,1
2665,스릴러,2,5,120.6,106,12세,2,0,1,897,0
2666,애니메이션,2,3,129.4,169,15세,4,0,0,287,0
2667,드라마,1,2,231.7,137,15세,2,0,0,2480,3
2668,SF,1,1,177.6,167,12세,1,0,0,224,2
2669,애니메이션,5,2,157.3,170,청불,7,0,0,1025,0
2670,액션,3,2,22.2,131,15세,12,1,0,2453,3
2671,코미디,2,3,152.0,179,청불,9,0,0,2369,1
2672,스릴러,4,4,21.5,124,12세,12,0,1,665,0
2673,호러,2,2,213.6,131,전체관람가,3,0,1,1706,1
2674,드라마,4,5,73.4,91,15세,4,0,1,1925,1
2675,코미디,1,2,215.6,123,12세,2,0,1,1915,2
2676,드라마,2,2,101.4,179,전체관람가,1,0,0,954,3
2677,로맨스,4,3,21.3,171,15세,9,0,0,1929,1
2678,코미디,1,4,296.3,124,전체관람가,2,0,0,2106,2
2679,로맨스,1,4,92.3,176,전체관람가,1,0,1,1709,2
2680,액션,1,5,235.2,129,15세,11,1,0,1705,2
2681,호러,3,4,131.0,98,12세,5,1,0,1130,2
2682,애니메이션,1,1,225.1,180,15세,6,0,1,1178,2
2683,로맨스,5,5,145.5,175,12세,10,0,1,1843,0
2684,드라마,1,3,53.0,95,15세,11,1,0,2347,2
2685,애니메이션,3,3,7.7,137,12세,11,0,0,327,0
2686,애니메이션,2,3,273.5,176,12세,6,1,0,1327,2
2687,호러,3,1,278.4,115,15세,3,1,0,1320,2
